Budget,IMDB ID,Revenue
0,,0
0,,0
0,tt0265194,0
0,tt0265537,0
0,,0
0,tt0247685,0
0,tt0439125,0
0,tt4216744,0
0,tt0274947,0
0,tt0282363,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt0266424,0
0,,0
0,tt0249584,0
0,tt0260814,0
0,,0
0,tt0396126,0
0,tt0343755,0
0,tt0304303,0
0,,0
0,,0
0,tt0320869,0
0,tt0934793,0
0,tt9755166,0
0,,0
0,tt9797592,0
0,,0
0,,0
0,,0
0,,0
0,tt0121919,0
0,tt0269514,0
0,tt0271249,0
0,tt0302107,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt1020564,0
0,,0
0,tt1020562,0
0,tt1020563,0
0,tt1015178,0
0,tt1015175,0
0,tt1015176,0
0,tt1015173,0
0,,0
0,tt0456859,0
0,tt0319918,0
0,tt0397942,0
0,tt0482258,0
0,,0
0,tt7945340,0
0,tt5306018,0
0,tt0277654,0
0,,0
0,,0
0,tt0891618,0
0,tt0310076,0
0,tt0307617,0
0,,0
0,tt0307373,0
0,tt0307240,0
0,tt2473052,0
0,tt0295885,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt0228416,0
0,tt0242399,0
0,,0
0,tt7383040,0
0,,0
0,tt0165713,0
0,tt0306874,0
0,tt0251047,0
0,tt0188189,0
0,tt0191181,0
0,tt0406627,0
0,,0
0,tt0305774,0
0,tt0304672,0
0,tt0266372,0
0,tt0267450,0
0,,0
0,tt2433732,0
0,,0
0,,0
0,,0
0,tt0305705,0
0,tt0276794,0
0,tt0385735,0
0,,0
0,,0
0,,0
0,,0
0,tt0464554,0
0,,0
0,,0
0,tt0278441,0
0,tt0277900,0
0,,0
0,,0
0,,0
0,tt0289763,0
0,tt0298509,0
0,tt0289764,0
0,tt0486741,0
0,tt11725182,0
0,,0
0,tt0213127,0
0,tt1300365,0
0,tt0286123,0
0,tt0204072,0
0,tt0295585,0
0,tt0211423,0
0,tt0178055,0
0,,0
0,,0
0,tt0252055,0
0,,0
0,,0
0,tt1252302,0
0,tt0273161,0
0,tt0251412,0
0,,0
0,tt0251482,0
0,tt6466268,0
0,tt0128158,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt0300476,0
0,,0
0,tt0276519,0
0,tt0302824,0
0,tt0389921,0
0,tt0323723,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt0319532,0
0,tt0419262,0
0,,0
0,tt6216850,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt0306985,0
0,tt0220171,0
0,tt0350723,0
0,,0
0,,0
0,,0
0,tt0460815,0
