Budget,IMDB ID,Revenue
11000000,tt0114113,2832826
53000000,tt0112740,157387195
90000000,tt0112864,366101666
6000000,tt0114609,12000000
23000000,tt0112495,14700000
72000000,tt0112573,210000000
25000000,tt0113481,19075720
50000000,tt0112642,287928194
9000000,tt0112817,103800000
24000000,tt0112579,182016617
11000000,tt0109370,178104
4500000,tt0083929,27092880
50000000,tt0112715,152022101
7000000,tt0114478,8349430
100000000,tt0112462,336529144
55000000,tt0114148,346079773
52000000,tt0112384,355237933
90000000,tt0113492,113493481
15000000,tt0113820,66000000
12000000,tt0112697,56631572
35000000,tt0114508,113374103
55000000,tt0113071,127600435
15000000,tt0109417,3038499
60000000,tt0114781,104324083
25000000,tt0099871,25965144
30000000,tt0112431,254134910
4000000,tt0112427,851545
12000000,tt0082406,29800000
175000000,tt0114898,264218220
1500000,tt0113540,7412216
22000000,tt0113957,110627965
1500000,tt0114172,2800000
30000000,tt0114857,24048000
28000000,tt0112389,669276
23000000,tt0112792,179519401
20000000,tt0114887,50012507
18000000,tt0113855,122195920
7000000,tt0112851,25405445
8,tt0114194,16
1448864,tt0020629,3270000
5000000,tt0104779,1862805
14000000,tt0114666,5830454
6000000,tt0053285,51000000
20000000,tt0114367,5781885
20000000,tt0114681,21284514
8000000,tt0114660,529766
800000,tt0114906,5034794
15000000,tt0113819,6700000
20000000,tt0113243,7563728
25000000,tt0112688,13071518
27000000,tt0112857,16140822
2000000,tt0112541,1275000
33000000,tt0114369,327311859
4000000,tt0113101,4257354
45000000,tt0114436,20350754
25000000,tt0103855,411006740
25000000,tt0114536,6278139
5000000,tt0113253,15116634
50,tt0113394,83
10000000,tt0113347,23574130
10000000,tt0112819,24147179
50000000,tt0112401,30303072
50000000,tt0113451,9851610
50000000,tt0114345,10382407
42000000,tt0114558,7959291
6400000,tt0113965,6
12000000,tt0114011,27400000
30250000,tt0113161,115101622
6000000,tt0113749,2122561
32350000,tt0086190,572700000
18000000,tt0080684,538400000
14000000,tt0114825,19800000
35000000,tt0114576,64350171
3600000,tt0113627,49800000
30000000,tt0114709,373554033
50000000,tt0113010,11534477
52000000,tt0112641,116112375
30000000,tt0112281,212385533
68000000,tt0113845,77224232
58000000,tt0113189,352194034
7000000,tt0103893,16624456
62000000,tt0112346,107879496
3000000,tt0091080,19472057
2800000,tt0095179,19170001
8169363,tt0113972,8175346
17000000,tt0084827,33000000
5000000,tt0097388,14000000
30000000,tt0114938,2193982
24000000,tt0118001,1141556
2500000,tt0085636,14400000
18000000,tt0088170,87000000
1200000,tt0085542,760883
16000000,tt0114388,134582776
58000000,tt0114319,53672080
65000000,tt0113497,262797249
60000000,tt0113277,187436818
16000000,tt0114885,81452156
44000000,tt0113987,13681765
98000000,tt0112760,10017322
29500000,tt0114746,168840000
23000000,tt0113862,106269971
11000000,tt0112818,39363635
507000,tt0115569,1160000
1300000,tt0075314,28262574
20000000,tt0116260,26877589
3000000,tt0115906,153155
19000000,tt0116367,25836616
5500000,tt0117631,35892330
500000,tt0116985,431326
6000000,tt0117718,12643776
15000000,tt0115676,2042530
12500000,tt0116378,1227324
38000000,tt0118158,10300000
44000000,tt0116731,22754725
7000000,tt0116722,409144
50000000,tt0115759,150270147
10000000,tt0116483,41000000
7000000,tt0115734,560069
47000000,tt0117002,12379402
4000000,tt0117951,16491080
3000000,tt0119256,222559
25000000,tt0120199,1614266
25000000,tt0115571,14063331
30000000,tt0117381,102616183
9300000,tt0082509,546545
31000000,tt0115685,185260553
4000000,tt0116514,16675000
7000000,tt0116282,60611975
55000000,tt0116253,121969216
12000000,tt0116414,4939939
300000,tt0096273,123967
7000000,tt0116324,14702438
13000000,tt0116269,9789900
38000000,tt0116683,28946127
25000000,tt0117104,10070000
30000000,tt0117420,57400547
8000000,tt0117283,5656388
15000000,tt0115963,24769466
92000000,tt0117998,494471524
4800000,tt0117260,3014000
5000000,tt0116905,13269963
4500000,tt0117589,13417292
5000000,tt0116118,42000000
25000000,tt0116508,5009305
25530000,tt0116322,20080020
80000000,tt0117060,457696359
57000000,tt0116136,115267375
45000000,tt0117331,17300889
75000000,tt0117500,335062621
6000000,tt0116191,22231658
47000000,tt0115798,102825796
100000000,tt0116213,242295562
100000000,tt0116583,100138851
75000000,tt0116629,817400891
15000000,tt0117653,76382
54000000,tt0117218,128769345
50000000,tt0117765,113309743
15000000,tt0084787,19629760
27000000,tt0116778,25023434
46000000,tt0115956,100860818
32000000,tt0117333,152036382
20000000,tt0116756,18937262
30000000,tt0116365,29359216
25000000,tt0116320,17193231
45000000,tt0117108,21075014
40000000,tt0117913,152266007
13000000,tt0116707,4619014
36000000,tt0117008,33459416
50000000,tt0115857,60209334
25000000,tt0117768,2491989
50000000,tt0116225,42277365
45000000,tt0116669,58620973
50000,tt0117001,27
55000000,tt0116277,18626419
9000000,tt0094862,44196684
45000000,tt0117918,53854588
15000000,tt0117826,5600000
40000000,tt0116654,49627779
3500000,tt0117628,9538948
13000000,tt0115986,17917287
1000000,tt0117666,24444121
200000,tt0117802,4505922
4500000,tt0115736,7011317
16000000,tt0117791,1985001
2300000,tt0115994,49620
25000000,tt0115783,22611954
3000000,tt0116743,4109095
25000000,tt0117011,51702483
67000000,tt0116830,47267001
26000000,tt0116313,116400000
25000000,tt0090728,11000000
38000000,tt0116259,17380126
65000000,tt0116908,89456761
50000000,tt0116409,38619405
50000000,tt0115862,22540359
36000000,tt0117318,20300385
2400000,tt0116404,5731103
12,tt0118172,1
44000000,tt0117665,165615285
28000000,tt0117039,16900000
14500000,tt0117509,147298761
30000000,tt0116823,8315693
7000000,tt0115610,1100000
27000000,tt0116209,231976425
9000000,tt0117603,41590886
80000000,tt0117438,309492681
80000000,tt0117705,250200000
1000000,tt0108041,2691899
60000000,tt0116705,129832389
54000000,tt0115433,320689294
46000000,tt0117731,150000000
355000,tt0021814,700000
25000000,tt0115988,7343114
80000000,tt0116040,159212469
50000000,tt0116695,273552592
70000000,tt0116996,101371017
40000000,tt0117372,48093211
55000000,tt0116250,141047179
23000000,tt0116999,12803305
14000000,tt0117571,173046663
36000000,tt0116410,13323144
19000000,tt0119896,44332015
55000000,tt0120390,11466088
60000000,tt0120004,33956608
15000000,tt0116922,3675201
55000000,tt0119664,31987563
8000000,tt0119937,589304
45000000,tt0120107,2154540
11000000,tt0076759,775398007
18000000,tt0119349,8038061
16000000,tt0118691,11486880
116000000,tt0118928,178127760
25000000,tt0120434,36400360
50000000,tt0118548,50068310
14000000,tt0119579,161001698
30000000,tt0120036,13130349
35000000,tt0119008,41954997
32000000,tt0119432,59927618
28000000,tt0119951,41230799
90000000,tt0118972,140807547
8000000,tt0118859,1568258
45000000,tt0119528,302710615
20000000,tt0120094,60000000
32000000,tt0118829,3566637
10000000,tt0120389,17979739
68000000,tt0120053,118063304
35000000,tt0118623,791830
250000,tt0118842,12021272
786675,tt0118826,861789
12000000,tt0119396,39673162
45000000,tt0118615,136000000
12000,tt0069089,6000000
40000000,tt0119731,25804707
90000000,tt0120461,122823468
1000000,tt0119784,91549
1250000,tt0082418,21722776
36000000,tt0118771,50159144
16500000,tt0118655,67683989
90000000,tt0119116,263920180
85000000,tt0119109,35598376
5000000,tt0120255,3263585
35000000,tt0119488,126216940
73000000,tt0119567,618638999
53000000,tt0119214,19745922
75000000,tt0118880,224012234
500000,tt0117724,10300
125000000,tt0118688,238207122
160000000,tt0120179,164508066
31000000,tt0095776,74151346
38000000,tt0119738,299288605
85000000,tt0119282,252712101
4000000,tt0053125,13275000
80000000,tt0119094,245676146
90000000,tt0119654,589390539
18000000,tt0118689,251212670
2479000,tt0052357,28000000
28000000,tt0120133,8345056
90000000,tt0118884,171120329
55000000,tt0119190,174463257
25000000,tt0119807,44480039
85000000,tt0118571,315156409
13000000,tt0109838,29296
20000000,tt0118531,5716080
40000000,tt0120177,87840042
3000000,tt0118570,23144499
75000000,tt0118883,136982834
250,tt0119346,203
3500000,tt0119164,257850122
16000000,tt0120207,1686429
60000000,tt0119081,26673242
15000000,tt0118887,44862187
38000000,tt0101761,34416893
50000000,tt0119173,48169156
3000000,tt0120122,302204
30000000,tt0119675,25480490
6000000,tt0118564,6330054
44000000,tt0106977,368875760
50000000,tt0119174,109423648
60000000,tt0119123,16000000
5000000,tt0118632,19868354
1000000,tt0124179,2057193
36000000,tt0119177,12532777
10000000,tt0120176,13835130
6000000,tt0092890,213893795
250000,tt0123755,501818
15000000,tt0118749,43101594
5900000,tt0078966,51718367
2000000,tt0119746,458815
5000000,tt0120524,15719109
50000000,tt0119874,110463140
137731,tt0119870,1778391
62000000,tt0119558,1060056
27000000,tt0119468,60527873
40000000,tt0104257,243240178
19000000,tt0120399,6682098
13000000,tt0093870,53424681
25000000,tt0119709,11838218
1500000,tt0119324,626057
57000000,tt0118971,152944660
1300000,tt0119237,116799
12000000,tt0119906,4166918
17000000,tt0119345,125586134
4000000,tt0083972,36690067
75000000,tt0101393,152368585
48000000,tt0119994,22420000
37000000,tt0119210,6482195
200000000,tt0120338,2187463944
105000000,tt0120201,121214377
70000000,tt0118583,162000000
50000000,tt0119592,10541523
30000000,tt0119707,51376861
24000000,tt0119832,2642983
20000000,tt0120483,13801755
60000000,tt0119395,159330280
35000000,tt0119668,25105255
40000000,tt0119978,45916769
5500000,tt0062765,42300873
4000000,tt0048280,93933394
