Budget,IMDB ID,Revenue
0,,0
0,,0
0,,0
0,tt0295695,0
0,,0
0,,0
0,tt0243156,0
0,,0
0,tt12495952,0
0,tt0150942,0
0,tt7610396,0
0,tt7610372,0
0,tt7610424,0
0,tt7610434,0
0,,0
0,,0
0,,0
0,,0
0,tt1112427,0
0,tt0099986,0
0,,0
0,,0
0,tt0174726,0
0,tt0228671,0
0,,0
0,tt9901724,0
0,tt0406541,0
325000,tt0138330,0
0,,0
0,,0
0,tt0435316,0
0,tt0176158,0
0,tt0285508,0
0,tt11359596,0
0,tt0129586,0
0,,0
0,tt0149245,0
0,,0
0,,0
0,tt10422390,0
0,,0
0,,0
0,,0
0,tt0369299,0
0,,0
0,,0
0,,0
0,tt0284181,0
0,,0
0,tt0388064,0
0,tt9843312,0
0,tt0425167,0
0,tt5879832,0
0,tt0464588,0
0,,0
0,,0
0,,0
0,tt0396228,0
0,,0
0,,0
0,,0
0,,0
0,tt1091583,0
0,,0
0,,0
0,,0
0,tt0100386,0
0,,0
0,,0
0,,0
0,tt0127173,0
0,,0
0,tt2421058,0
0,tt0102107,0
0,,0
0,tt9776424,0
0,,0
0,,0
0,,0
0,,0
0,tt0212821,0
0,tt1826625,0
0,tt0099549,0
0,tt0343609,0
0,,0
0,tt2152640,0
0,tt0100955,0
0,,0
0,,0
25,tt2290912,0
0,tt5635136,0
0,tt4869370,0
0,tt2633604,0
0,tt1661421,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt6810668,0
0,,0
0,tt0281276,0
0,,0
0,,0
0,tt0299696,0
0,tt0100512,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt0301994,0
0,,0
0,tt0203828,0
0,tt0261455,0
0,tt2982632,0
0,,0
0,,0
0,tt0099346,0
0,,0
0,tt0359540,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,tt2998394,0
0,,0
0,tt0170736,0
0,tt0286563,0
0,tt2575900,0
0,,0
0,,0
0,tt0223993,0
0,tt0236597,0
0,tt0237373,0
0,tt0297709,0
0,tt0402593,0
0,tt1477031,0
0,tt1477113,0
0,,0
0,tt0099600,0
0,tt0464549,0
0,tt6118966,0
0,tt3963420,0
0,tt0240705,0
0,tt3495766,0
0,,0
0,,0
0,tt0334205,0
0,tt0485345,0
0,,0
0,tt0136702,0
0,,0
0,,0
0,,0
0,tt0279662,0
0,tt0279661,0
0,tt0280564,0
0,,0
0,,0
0,,0
0,tt0231343,0
0,tt0152182,0
0,,0
0,tt0247937,0
0,,0
0,,0
0,tt0099706,0
0,,0
0,,0
0,tt0226212,0
0,tt0154038,0
0,,0
0,tt0100781,0
0,,0
0,tt0402265,0
0,tt0095006,0
